Starting the 'Apache2.4' service
The 'Apache2.4' service is running.
ly determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:52.833800 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:30:52.835940 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:30:52.835940 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:30:52.837453 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 26656
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:30:53.317434 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00354: Child: Starting 64 worker threads.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:45.304300 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:45.304300 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:45.309653 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 872
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:46.272691 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:47.274481 2025] [mpm_winnt:notice] [pid 26656:tid 440] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:42:57.057184 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:42:57.057184 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:42:57.072202 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 18464
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:42:58.027504 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:42:59.033038 2025] [mpm_winnt:notice] [pid 872:tid 464] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:43:06.915823 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:43:06.915823 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:43:06.927496 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 17792
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:43:07.883249 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:43:08.888663 2025] [mpm_winnt:notice] [pid 18464:tid 480] AH00364: Child: All worker threads have exited.
The 'Apache2.4' service is restarting.
The 'Apache2.4' service has restarted.
winnt:notice] [pid 23596:tid 428] AH00424: Parent: Received restart signal -- Restarting the server.
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00455: Apache/2.4.63 (Win64) configured -- resuming normal operations
[Wed Apr 23 18:46:22.236813 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00456: Apache Lounge VS17 Server built: Feb  3 2025 10:10:51
[Wed Apr 23 18:46:22.236813 2025] [core:notice] [pid 23596:tid 428] AH00094: Command line: 'C:\\Apache24\\bin\\httpd.exe -d C:/Apache24'
[Wed Apr 23 18:46:22.247738 2025] [mpm_winnt:notice] [pid 23596:tid 428] AH00418: Parent: Created child process 27468
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
AH00558: httpd.exe: Could not reliably determine the server's fully qualified domain name, using fe80::6899:fd39:1b92:5b9b. Set the 'ServerName' directive globally to suppress this message
[Wed Apr 23 18:46:24.206805 2025] [mpm_winnt:notice] [pid 17792:tid 512] AH00364: Child: All worker threads have exited.
[Wed Apr 23 18:46:24.408264 2025] [mpm_winnt:notice] [pid 27468:tid 456] AH00354: Child: Starting 64 worker threads.
[Wed Apr 23 18:53:01.865861 2025] [php:error] [pid 27468:tid 1276] [client 127.0.0.1:59966] PHP Fatal error:  Uncaught mysqli_sql_exception: The server requested authentication method unknown to the client [auth_gssapi_client] in C:\\Apache24\\htdocs\\dbtest.php:2\nStack trace:\n#0 C:\\Apache24\\htdocs\\dbtest.php(2): mysqli->__construct('localhost', 'root', Object(SensitiveParameterValue))\n#1 {main}\n  thrown in C:\\Apache24\\htdocs\\dbtest.php on line 2
[Wed Apr 23 19:14:08.209707 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\db2_bind_param(): Implicitly marking parameter $parameter_type as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibmDb2.php on line 99, referer: http://localhost/
[Wed Apr 23 19:14:08.209707 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\db2_execute(): Implicitly marking parameter $parameters as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ibmDb2.php on line 307, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\getimagesize(): Implicitly marking parameter $imageinfo as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 69, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\image2wbmp(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 94, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imageaffine(): Implicitly marking parameter $clip as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 121, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg1 as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg2 as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370, referer: http://localhost/
[Wed Apr 23 19:14:08.213379 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg3 as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370, referer: http://localhost/
[Wed Apr 23 19:14:08.214392 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagefilter(): Implicitly marking parameter $arg4 as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 1370, referer: http://localhost/
[Wed Apr 23 19:14:08.214392 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagewbmp(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 2554, referer: http://localhost/
[Wed Apr 23 19:14:08.214392 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imagexbm(): Implicitly marking parameter $foreground as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\image.php on line 2609, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_append(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 25, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_append(): Implicitly marking parameter $internal_date as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 25, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_headerinfo(): Implicitly marking parameter $defaulthost as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 570, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $additional_headers as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $cc as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $bcc as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_mail(): Implicitly marking parameter $rpath as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 787, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_sort(): Implicitly marking parameter $search_criteria as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 1328, referer: http://localhost/
[Wed Apr 23 19:14:08.215396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\imap_sort(): Implicitly marking parameter $charset as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\imap.php on line 1328, referer: http://localhost/
[Wed Apr 23 19:14:08.217397 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\getopt(): Implicitly marking parameter $longopts as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\info.php on line 195, referer: http://localhost/
[Wed Apr 23 19:14:08.218396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $database as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335, referer: http://localhost/
[Wed Apr 23 19:14:08.218396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $username as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335, referer: http://localhost/
[Wed Apr 23 19:14:08.218396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335, referer: http://localhost/
[Wed Apr 23 19:14:08.218396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_connect(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 335, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_execute(): Implicitly marking parameter $params as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 367, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_execute(): Implicitly marking parameter $types as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 367, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $database as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $username as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506, referer: http://localhost/
[Wed Apr 23 19:14:08.219396 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ingres_pconnect(): Implicitly marking parameter $options as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ingres-ii.php on line 506, referer: http://localhost/
[Wed Apr 23 19:14:08.222626 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_add_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 18, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_add(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 48, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_bind_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 69, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_delete_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 173, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_delete(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 193, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_exop_passwd(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 218, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_exop(): Implicitly marking parameter $reqdata as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 266, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_list(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 801, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_list(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 801, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_add_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 837, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_add(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 859, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_del_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 880, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_del(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 903, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_replace_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 924, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_mod_replace(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 946, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_modify_batch(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1041, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $attributes as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_read(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1196, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_rename_ext(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1234, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_rename(): Implicitly marking parameter $serverctrls as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1258, referer: http://localhost/
[Wed Apr 23 19:14:08.223624 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $binddn as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:14:08.224626 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $password as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:14:08.224626 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_mech as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
[Wed Apr 23 19:14:08.224626 2025] [php:notice] [pid 27468:tid 1276] [client 127.0.0.1:60795] PHP Deprecated:  Safe\\ldap_sasl_bind(): Implicitly marking parameter $sasl_realm as nullable is deprecated, the explicit nullable type must be used instead in C:\\Apache24\\htdocs\\phpmyadmin\\vendor\\thecodingmachine\\safe\\generated\\ldap.php on line 1282, referer: http://localhost/
